"","word","count","rank","zipfs_freq"
"7396","acceptable",3978,7396,4254.98849709487
"7397","realistic",3978,7397,4254.41901737882
"7398","waits",3977,7398,4253.84969084814
"7399","sufficient",3977,7399,4253.28051744093
"7400","cosmic",3976,7400,4252.71149709532
"7401","nolan",3975,7401,4252.14262974948
"7402","gabe",3975,7402,4251.5739153416
"7403","intellectual",3975,7403,4251.0053538099
"7404","'we",3974,7404,4250.43694509266
"7405","vomit",3972,7405,4249.86868912817
"7406","warmth",3970,7406,4249.30058585476
"7407","magnum",3969,7407,4248.73263521079
"7408","associated",3968,7408,4248.16483713466
"7409","alas",3967,7409,4247.5971915648
"7410","engineers",3967,7410,4247.02969843967
"7411","offend",3966,7411,4246.46235769776
"7412","overwhelming",3966,7412,4245.8951692776
"7413","sherry",3966,7413,4245.32813311776
"7414","inherited",3965,7414,4244.76124915683
"7415","antoine",3964,7415,4244.19451733344
"7416","whooping",3962,7416,4243.62793758625
"7417","scars",3962,7417,4243.06150985395
"7418","sheldon",3960,7418,4242.49523407526
"7419","purposes",3955,7419,4241.92911018896
"7420","robbing",3955,7420,4241.36313813383
"7421","refrigerator",3954,7421,4240.7973178487
"7422","instructor",3954,7422,4240.23164927242
"7423","darrin",3954,7423,4239.66613234388
"7424","moms",3954,7424,4239.10076700202
"7425","overtime",3953,7425,4238.53555318579
"7426","percy",3952,7426,4237.97049083418
"7427","laurel",3952,7427,4237.4055798862
"7428","females",3951,7428,4236.84082028092
"7429","sacrifices",3947,7429,4236.27621195743
"7430","representing",3943,7430,4235.71175485484
"7431","drift",3943,7431,4235.1474489123
"7432","ruthless",3942,7432,4234.58329406902
"7433","'a",3942,7433,4234.01929026419
"7434","po",3942,7434,4233.45543743708
"7435","arguments",3941,7435,4232.89173552696
"7436","crappy",3941,7436,4232.32818447316
"7437","musicians",3940,7437,4231.76478421503
"7438","sidney",3938,7438,4231.20153469194
"7439","depressing",3938,7439,4230.63843584331
"7440","lasts",3938,7440,4230.07548760858
"7441","doom",3937,7441,4229.51268992724
"7442","milo",3936,7442,4228.9500427388
"7443","cant",3936,7443,4228.3875459828
"7444","backpack",3934,7444,4227.82519959881
"7445","aisle",3933,7445,4227.26300352646
"7446","insulting",3933,7446,4226.70095770536
"7447","edition",3932,7447,4226.13906207521
"7448","losses",3932,7448,4225.57731657571
"7449","sh",3932,7449,4225.01572114659
"7450","preacher",3931,7450,4224.45427572763
"7451","schmidt",3929,7451,4223.89298025862
"7452","swinging",3925,7452,4223.3318346794
"7453","managing",3924,7453,4222.77083892985
"7454","sinking",3924,7454,4222.20999294985
"7455","lacey",3924,7455,4221.64929667934
"7456","casting",3922,7456,4221.08875005829
"7457","trials",3919,7457,4220.52835302669
"7458","demonstrate",3918,7458,4219.96810552456
"7459","diseases",3918,7459,4219.40800749197
"7460","beggar",3917,7460,4218.84805886901
"7461","amounts",3916,7461,4218.28825959581
"7462","traced",3915,7462,4217.72860961251
"7463","raven",3913,7463,4217.16910885931
"7464","activate",3912,7464,4216.60975727642
"7465","slapped",3911,7465,4216.0505548041
"7466","heroic",3908,7466,4215.49150138264
"7467","roar",3907,7467,4214.93259695234
"7468","queer",3906,7468,4214.37384145356
"7469","uk",3905,7469,4213.81523482668
"7470","matching",3905,7470,4213.2567770121
"7471","trump",3904,7471,4212.69846795028
"7472","resignation",3903,7472,4212.14030758167
"7473","newton",3901,7473,4211.5822958468
"7474","sincerely",3900,7474,4211.0244326862
"7475","stacy",3900,7475,4210.46671804044
"7476","saul",3900,7476,4209.90915185013
"7477","madman",3899,7477,4209.35173405588
"7478","jenkins",3898,7478,4208.79446459838
"7479","poke",3898,7479,4208.23734341832
"7480","spicy",3897,7480,4207.68037045643
"7481","swap",3897,7481,4207.12354565346
"7482","programs",3894,7482,4206.56686895021
"7483","sheer",3893,7483,4206.01034028751
"7484","spaceship",3893,7484,4205.4539596062
"7485","schultz",3893,7485,4204.89772684717
"7486","blink",3893,7486,4204.34164195135
"7487","steer",3892,7487,4203.78570485968
"7488","males",3891,7488,4203.22991551314
"7489","injection",3890,7489,4202.67427385275
"7490","know-",3890,7490,4202.11877981954
"7491","ant",3888,7491,4201.5634333546
"7492","reform",3888,7492,4201.00823439903
"7493","mother-in-law",3888,7493,4200.45318289397
"7494","properties",3887,7494,4199.89827878058
"7495","virtually",3886,7495,4199.34352200007
"7496","camps",3886,7496,4198.78891249368
"7497","tapping",3884,7497,4198.23445020265
"7498","tequila",3882,7498,4197.6801350683
"7499","inquiry",3881,7499,4197.12596703194
"7500","fainted",3881,7500,4196.57194603493
"7501","formation",3879,7501,4196.01807201865
"7502","shields",3876,7502,4195.46434492454
"7503","escaping",3876,7503,4194.91076469403
"7504","unemployed",3875,7504,4194.35733126861
"7505","murdering",3874,7505,4193.8040445898
"7506","interviewed",3873,7506,4193.25090459913
"7507","striking",3872,7507,4192.69791123818
"7508","vows",3871,7508,4192.14506444855
"7509","donovan",3871,7509,4191.5923641719
"7510","antique",3870,7510,4191.03981034987
"7511","il",3870,7511,4190.48740292417
"7512","sherlock",3869,7512,4189.93514183654
"7513","puke",3869,7513,4189.38302702872
"7514","hysterical",3868,7514,4188.83105844252
"7515","taller",3868,7515,4188.27923601975
"7516","employment",3867,7516,4187.72755970228
"7517","thats",3866,7517,4187.17602943197
"7518","agrees",3865,7518,4186.62464515075
"7519","dodge",3864,7519,4186.07340680057
"7520","unite",3860,7520,4185.5223143234
"7521","mumbling",3859,7521,4184.97136766125
"7522","rabbits",3857,7522,4184.42056675616
"7523","repeating",3856,7523,4183.86991155019
"7524","mule",3856,7524,4183.31940198545
"7525","locals",3856,7525,4182.76903800407
"7526","v.",3854,7526,4182.21881954821
"7527","neighbourhood",3853,7527,4181.66874656005
"7528","hayes",3852,7528,4181.11881898183
"7529","bats",3852,7529,4180.56903675579
"7530","beliefs",3852,7530,4180.01939982423
"7531","spared",3851,7531,4179.46990812944
"7532","vegetable",3850,7532,4178.92056161379
"7533","ch00ffff",3849,7533,4178.37136021964
"7534","liv",3848,7534,4177.8223038894
"7535","bunker",3848,7535,4177.27339256551
"7536","channels",3847,7536,4176.72462619043
"7537","phenomenon",3846,7537,4176.17600470667
"7538","hips",3846,7538,4175.62752805674
"7539","grayson",3844,7539,4175.0791961832
"7540","expelled",3840,7540,4174.53100902866
"7541","camille",3839,7541,4173.98296653572
"7542","languages",3838,7542,4173.43506864703
"7543","iv",3838,7543,4172.88731530528
"7544","premises",3837,7544,4172.33970645317
"7545","pronounce",3836,7545,4171.79224203344
"7546","ng",3836,7546,4171.24492198887
"7547","bridges",3834,7547,4170.69774626225
"7548","ape",3834,7548,4170.15071479642
"7549","julius",3833,7549,4169.60382753424
"7550","bruises",3832,7550,4169.0570844186
"7551","convict",3831,7551,4168.51048539242
"7552","prettier",3830,7552,4167.96403039865
"7553","elections",3829,7553,4167.41771938028
"7554","18th",3829,7554,4166.87155228031
"7555","annoyed",3828,7555,4166.3255290418
"7556","hometown",3828,7556,4165.7796496078
"7557","earrings",3827,7557,4165.23391392143
"7558","discreet",3827,7558,4164.68832192582
"7559","poured",3826,7559,4164.14287356412
"7560","morphine",3826,7560,4163.59756877953
"7561","henderson",3824,7561,4163.05240751528
"7562","702880",NA,7562,4162.50738971461
"7563","narrating",3823,7563,4161.96251532081
"7564","rookie",3823,7564,4161.41778427719
"7565","peanuts",3823,7565,4160.87319652709
"7566","camel",3822,7566,4160.32875201389
"7567","abe",3822,7567,4159.78445068098
"7568","chewing",3821,7568,4159.2402924718
"7569","imagining",3821,7569,4158.69627732981
"7570","runner",3821,7570,4158.15240519849
"7571","hyun",3821,7571,4157.60867602138
"7572","tomatoes",3819,7572,4157.06508974202
"7573","sponsor",3818,7573,4156.521646304
"7574","fulfilled",3816,7574,4155.97834565091
"7575","probe",3816,7575,4155.43518772641
"7576","karate",3813,7576,4154.89217247416
"7577","grease",3812,7577,4154.34929983786
"7578","dinosaurs",3811,7578,4153.80656976124
"7579","rebellion",3810,7579,4153.26398218806
"7580","marta",3808,7580,4152.72153706211
"7581","lone",3807,7581,4152.17923432721
"7582","nan",3806,7582,4151.63707392719
"7583","underestimate",3804,7583,4151.09505580595
"7584","acres",3803,7584,4150.55317990738
"7585","carlton",3801,7585,4150.01144617542
"7586","hacked",3800,7586,4149.46985455404
"7587","barber",3799,7587,4148.92840498723
"7588","mining",3799,7588,4148.38709741902
"7589","aged",3798,7589,4147.84593179346
"7590","designs",3797,7590,4147.30490805463
"7591","preferred",3796,7591,4146.76402614665
"7592","19th",3796,7592,4146.22328601365
"7593","onions",3796,7593,4145.68268759981
"7594","stray",3796,7594,4145.14223084934
"7595","void",3793,7595,4144.60191570645
"7596","sixteen",3792,7596,4144.06174211541
"7597","slower",3792,7597,4143.52171002051
"7598","hannibal",3792,7598,4142.98181936606
"7599","sabotage",3791,7599,4142.44207009641
"7600","rabbi",3791,7600,4141.90246215595
"7601","concerning",3789,7601,4141.36299548906
"7602","dixon",3789,7602,4140.8236700402
"7603","holt",3787,7603,4140.28448575381
"7604","mannix",3786,7604,4139.7454425744
"7605","noted",3786,7605,4139.20654044649
"7606","peterson",3786,7606,4138.66777931463
"7607","dental",3786,7607,4138.12915912339
"7608","obama",3786,7608,4137.59067981739
"7609","squirrel",3785,7609,4137.05234134126
"7610","committing",3785,7610,4136.51414363968
"7611","werewolf",3785,7611,4135.97608665734
"7612","slipping",3784,7612,4135.43817033896
"7613","mm-mm",3784,7613,4134.90039462931
"7614","matthews",3783,7614,4134.36275947315
"7615","explosions",3783,7615,4133.82526481531
"7616","seo",3781,7616,4133.28791060062
"7617","russ",3781,7617,4132.75069677396
"7618","whitney",3781,7618,4132.21362328022
"7619","ignoring",3780,7619,4131.67669006434
"7620","infinite",3780,7620,4131.13989707126
"7621","cavalry",3780,7621,4130.60324424598
"7622","lam",3779,7622,4130.0667315335
"7623","suzanne",3779,7623,4129.53035887888
"7624","bomber",3779,7624,4128.99412622718
"7625","ruling",3777,7625,4128.4580335235
"7626","boiling",3775,7626,4127.92208071297
"7627","needles",3775,7627,4127.38626774076
"7628","semester",3773,7628,4126.85059455204
"7629","irrelevant",3772,7629,4126.31506109203
"7630","savior",3771,7630,4125.77966730598
"7631","veil",3769,7631,4125.24441313916
"7632","tramp",3769,7632,4124.70929853687
"7633","roberto",3768,7633,4124.17432344443
"7634","deepest",3768,7634,4123.63948780722
"7635","perfection",3768,7635,4123.10479157061
"7636","shutting",3768,7636,4122.57023468002
"7637","iii",3766,7637,4122.03581708089
"7638","tiffany",3766,7638,4121.5015387187
"7639","mentor",3766,7639,4120.96739953894
"7640","branches",3765,7640,4120.43339948715
"7641","enthusiasm",3764,7641,4119.89953850889
"7642","arena",3763,7642,4119.36581654974
"7643","listens",3762,7643,4118.83223355531
"7644","hardware",3762,7644,4118.29878947125
"7645","greatly",3762,7645,4117.76548424323
"7646","battalion",3762,7646,4117.23231781695
"7647","moustache",3761,7647,4116.69929013813
"7648","irresponsible",3761,7648,4116.16640115254
"7649","audio",3760,7649,4115.63365080596
"7650","ga",3760,7650,4115.1010390442
"7651","initiative",3759,7651,4114.5685658131
"7652","sweaty",3759,7652,4114.03623105853
"7653","noel",3758,7653,4113.50403472639
"7654","requests",3757,7654,4112.97197676261
"7655","distraction",3757,7655,4112.44005711314
"7656","parrot",3754,7656,4111.90827572396
"7657","steed",3754,7657,4111.37663254108
"7658","entertaining",3754,7658,4110.84512751055
"7659","whipped",3753,7659,4110.31376057842
"7660","proving",3752,7660,4109.78253169079
"7661","assaulted",3752,7661,4109.25144079378
"7662","piggy",3750,7662,4108.72048783356
"7663","pause",3750,7663,4108.18967275628
"7664","surviving",3750,7664,4107.65899550817
"7665","funding",3748,7665,4107.12845603546
"7666","dinosaur",3748,7666,4106.5980542844
"7667","acquaintance",3748,7667,4106.06779020129
"7668","bedtime",3748,7668,4105.53766373246
"7669","rail",3746,7669,4105.00767482423
"7670","rooster",3746,7670,4104.477823423
"7671","cowards",3746,7671,4103.94810947516
"7672","hastings",3745,7672,4103.41853292715
"7673","container",3743,7673,4102.88909372541
"7674","lori",3743,7674,4102.35979181645
"7675","secured",3742,7675,4101.83062714676
"7676","tossed",3741,7676,4101.3015996629
"7677","stripper",3741,7677,4100.77270931143
"7678","s.",3741,7678,4100.24395603895
"7679","steele",3740,7679,4099.71533979208
"7680","waving",3739,7680,4099.18686051749
"7681","clamoring",3739,7681,4098.65851816184
"7682","banker",3738,7682,4098.13031267184
"7683","bacteria",3738,7683,4097.60224399424
"7684","indicates",3738,7684,4097.0743120758
"7685","assassination",3737,7685,4096.5465168633
"7686","yeah.",3737,7686,4096.01885830357
"7687","starring",3735,7687,4095.49133634345
"7688","drawings",3735,7688,4094.96395092982
"7689","cupboard",3735,7689,4094.43670200957
"7690","sanctuary",3735,7690,4093.90958952964
"7691","surgical",3735,7691,4093.38261343698
"7692","pairs",3735,7692,4092.85577367858
"7693","purely",3734,7693,4092.32907020145
"7694","temptation",3734,7694,4091.80250295263
"7695","elderly",3734,7695,4091.27607187918
"7696","geoffrey",3734,7696,4090.7497769282
"7697","vibe",3733,7697,4090.2236180468
"7698","profound",3732,7698,4089.69759518215
"7699","gong",3732,7699,4089.17170828141
"7700","transformed",3732,7700,4088.6459572918
"7701","crop",3732,7701,4088.12034216053
"7702","21st",3732,7702,4087.59486283486
"7703","detailed",3731,7703,4087.0695192621
"7704","scrap",3730,7704,4086.54431138953
"7705","abigail",3729,7705,4086.01923916452
"7706","careless",3727,7706,4085.49430253441
"7707","dove",3726,7707,4084.96950144662
"7708","sloppy",3726,7708,4084.44483584856
"7709","atlanta",3723,7709,4083.92030568767
"7710","hideous",3722,7710,4083.39591091144
"7711","10th",3720,7711,4082.87165146738
"7712","lizard",3720,7712,4082.347527303
"7713","separation",3719,7713,4081.82353836587
"7714","intern",3719,7714,4081.29968460357
"7715","tab",3719,7715,4080.77596596372
"7716","psych",3718,7716,4080.25238239395
"7717","ranks",3718,7717,4079.72893384193
"7718","parish",3717,7718,4079.20562025536
"7719","booty",3716,7719,4078.68244158194
"7720","peasant",3715,7720,4078.15939776945
"7721","squeal",3715,7721,4077.63648876563
"7722","oooh",3715,7722,4077.1137145183
"7723","comb",3715,7723,4076.59107497529
"7724","bash",3714,7724,4076.06857008445
"7725","restored",3713,7725,4075.54619979366
"7726","platoon",3712,7726,4075.02396405083
"7727","junkie",3712,7727,4074.5018628039
"7728","involves",3710,7728,4073.97989600083
"7729","rupert",3709,7729,4073.45806358961
"7730","norm",3707,7730,4072.93636551826
"7731","carrier",3707,7731,4072.41480173482
"7732","fatty",3707,7732,4071.89337218736
"7733","difficulties",3706,7733,4071.37207682397
"7734","producers",3705,7734,4070.85091559279
"7735","superb",3705,7735,4070.32988844196
"7736","tha",3704,7736,4069.80899531965
"7737","candidates",3703,7737,4069.28823617408
"7738","summoned",3703,7738,4068.76761095348
"7739","15th",3702,7739,4068.24711960609
"7740","refuge",3702,7740,4067.72676208021
"7741","righteous",3702,7741,4067.20653832415
"7742","carolina",3701,7742,4066.68644828624
"7743","onion",3699,7743,4066.16649191485
"7744","natasha",3699,7744,4065.64666915836
"7745","pickup",3698,7745,4065.1269799652
"7746","spells",3697,7746,4064.60742428381
"7747","wesley",3697,7747,4064.08800206266
"7748","carrington",3696,7748,4063.56871325024
"7749","armies",3696,7749,4063.04955779509
"7750","seasons",3695,7750,4062.53053564574
"7751","senor",3695,7751,4062.01164675078
"7752","billie",3695,7752,4061.4928910588
"7753","specialty",3690,7753,4060.97426851845
"7754","thirst",3690,7754,4060.45577907837
"7755","select",3689,7755,4059.93742268724
"7756","rendezvous",3689,7756,4059.41919929378
"7757","smiled",3688,7757,4058.90110884672
"7758","colorado",3687,7758,4058.38315129482
"7759","visa",3686,7759,4057.86532658686
"7760","spice",3685,7760,4057.34763467167
"7761","caller",3684,7761,4056.83007549808
"7762","foods",3684,7762,4056.31264901496
"7763","rational",3684,7763,4055.7953551712
"7764","scottish",3683,7764,4055.27819391572
"7765","cunning",3682,7765,4054.76116519747
"7766","grunt",3681,7766,4054.24426896541
"7767","knot",3681,7767,4053.72750516855
"7768","hairs",3680,7768,4053.21087375591
"7769","payments",3679,7769,4052.69437467654
"7770","granddad",3678,7770,4052.17800787952
"7771","massacre",3678,7771,4051.66177331395
"7772","competitive",3677,7772,4051.14567092895
"7773","herb",3677,7773,4050.62970067368
"7774","mae",3676,7774,4050.11386249733
"7775","immune",3674,7775,4049.5981563491
"7776","grenade",3674,7776,4049.08258217822
"7777","regularly",3674,7777,4048.56713993395
"7778","stakes",3673,7778,4048.05182956558
"7779","kilos",3673,7779,4047.53665102241
"7780","monks",3672,7780,4047.02160425379
"7781","70s",3672,7781,4046.50668920908
"7782","gail",3671,7782,4045.99190583767
"7783","guinea",3671,7783,4045.47725408897
"7784","invent",3670,7784,4044.96273391242
"7785","nursery",3669,7785,4044.44834525749
"7786","protein",3669,7786,4043.93408807367
"7787","elbow",3668,7787,4043.41996231048
"7788","keller",3667,7788,4042.90596791747
"7789","clowns",3666,7789,4042.39210484421
"7790","thirteen",3665,7790,4041.87837304028
"7791","tattoos",3665,7791,4041.36477245532
"7792","flown",3665,7792,4040.85130303897
"7793","mustard",3665,7793,4040.33796474091
"7794","7th",3664,7794,4039.82475751083
"7795","terrace",3664,7795,4039.31168129846
"7796","alter",3663,7796,4038.79873605355
"7797","franz",3662,7797,4038.28592172588
"7798","transportation",3661,7798,4037.77323826524
"7799","what-",3661,7799,4037.26068562147
"7800","lens",3661,7800,4036.74826374442
"7801","alaska",3660,7801,4036.23597258397
"7802","ha-ha-ha",3660,7802,4035.72381209003
"7803","interference",3660,7803,4035.21178221252
"7804","freakin",3659,7804,4034.69988290139
"7805","wont",3659,7805,4034.18811410664
"7806","weep",3659,7806,4033.67647577827
"7807","clive",3659,7807,4033.16496786631
"7808","mourning",3659,7808,4032.65359032082
"7809","crooked",3659,7809,4032.14234309189
"7810","trainer",3658,7810,4031.63122612961
"7811","janitor",3658,7811,4031.12023938414
"7812","gradually",3657,7812,4030.60938280562
"7813","immigration",3656,7813,4030.09865634425
"7814","filth",3656,7814,4029.58805995023
"7815","momma",3656,7815,4029.0775935738
"7816","father-in-law",3656,7816,4028.56725716522
"7817","jackass",3655,7817,4028.05705067479
"7818","cho",3655,7818,4027.5469740528
"7819","reminder",3655,7819,4027.03702724961
"7820","culprit",3655,7820,4026.52721021557
"7821","gabrielle",3654,7821,4026.01752290108
"7822","innit",3653,7822,4025.50796525654
"7823","magistrate",3653,7823,4024.9985372324
"7824","jasmine",3652,7824,4024.48923877912
"7825","'m-",3651,7825,4023.98006984719
"7826","womb",3650,7826,4023.47103038713
"7827","texting",3650,7827,4022.96212034947
"7828","injustice",3650,7828,4022.45333968479
"7829","figuring",3649,7829,4021.94468834367
"7830","fracture",3648,7830,4021.43616627672
"7831","insanity",3646,7831,4020.9277734346
"7832","peasants",3645,7832,4020.41950976795
"7833","blossom",3645,7833,4019.91137522749
"7834","etc",3644,7834,4019.40336976392
"7835","agony",3642,7835,4018.89549332799
"7836","sounding",3642,7836,4018.38774587045
"7837","oz",3642,7837,4017.88012734211
"7838","elementary",3640,7838,4017.37263769378
"7839","seized",3636,7839,4016.8652768763
"7840","teaches",3636,7840,4016.35804484054
"7841","lovejoy",3636,7841,4015.85094153738
"7842","phillips",3635,7842,4015.34396691776
"7843","eighteen",3635,7843,4014.8371209326
"7844","shack",3634,7844,4014.33040353288
"7845","teen",3634,7845,4013.82381466958
"7846","definite",3634,7846,4013.31735429373
"7847","scrub",3633,7847,4012.81102235637
"7848","ruler",3631,7848,4012.30481880855
"7849","mold",3631,7849,4011.79874360138
"7850","contents",3631,7850,4011.29279668596
"7851","bitten",3630,7851,4010.78697801345
"7852","antidote",3630,7852,4010.281287535
"7853","was-",3629,7853,4009.7757252018
"7854","saves",3628,7854,4009.27029096508
"7855","bunk",3627,7855,4008.76498477606
"7856","thor",3625,7856,4008.25980658603
"7857","republican",3625,7857,4007.75475634626
"7858","graveyard",3625,7858,4007.24983400807
"7859","attempts",3624,7859,4006.7450395228
"7860","poirot",3624,7860,4006.24037284181
"7861","aspect",3624,7861,4005.73583391649
"7862","relate",3622,7862,4005.23142269826
"7863","lemonade",3621,7863,4004.72713913855
"7864","flour",3620,7864,4004.22298318882
"7865","nypd",3618,7865,4003.71895480057
"7866","biology",3617,7866,4003.2150539253
"7867","dusty",3617,7867,4002.71128051456
"7868","felony",3617,7868,4002.20763451989
"7869","jax",3617,7869,4001.70411589289
"7870","fundamental",3616,7870,4001.20072458516
"7871","jai",3614,7871,4000.69746054835
"7872","successfully",3613,7872,4000.1943237341
"7873","potentially",3613,7873,3999.69131409411
"7874","donnie",3613,7874,3999.18843158008
"7875","strangely",3612,7875,3998.68567614375
"7876","condoms",3612,7876,3998.18304773686
"7877","quantum",3612,7877,3997.68054631121
"7878","utter",3611,7878,3997.17817181859
"7879","activated",3610,7879,3996.67592421084
"7880","installed",3608,7880,3996.17380343982
"7881","interrupted",3608,7881,3995.67180945739
"7882","'er",3608,7882,3995.16994221548
"7883","discharge",3607,7883,3994.66820166599
"7884","devastated",3607,7884,3994.16658776089
"7885","substitute",3607,7885,3993.66510045215
"7886","splash",3607,7886,3993.16373969177
"7887","julio",3606,7887,3992.66250543177
"7888","exile",3605,7888,3992.16139762421
"7889","aspirin",3605,7889,3991.66041622116
"7890","authentic",3602,7890,3991.15956117472
"7891","12th",3602,7891,3990.658832437
"7892","summit",3601,7892,3990.15822996016
"7893","beck",3601,7893,3989.65775369637
"7894","addiction",3600,7894,3989.15740359781
"7895","lent",3600,7895,3988.65717961671
"7896","drone",3600,7896,3988.15708170531
"7897","involving",3599,7897,3987.65710981588
"7898","boyfriends",3598,7898,3987.1572639007
"7899","tango",3595,7899,3986.6575439121
"7900","permanently",3594,7900,3986.15794980241
"7901","province",3593,7901,3985.65848152399
"7902","attempting",3591,7902,3985.15913902924
"7903","deceived",3589,7903,3984.65992227057
"7904","'know",3588,7904,3984.1608312004
"7905","triangle",3588,7905,3983.6618657712
"7906","skipped",3588,7906,3983.16302593545
"7907","strawberry",3587,7907,3982.66431164566
"7908","mirrors",3585,7908,3982.16572285437
"7909","self-defense",3583,7909,3981.66725951411
"7910","preston",3583,7910,3981.16892157749
"7911","overwhelmed",3583,7911,3980.67070899709
"7912","swift",3583,7912,3980.17262172555
"7913","creeps",3581,7913,3979.67465971551
"7914","token",3580,7914,3979.17682291965
"7915","temporarily",3579,7915,3978.67911129068
"7916","poisonous",3579,7916,3978.1815247813
"7917","heidi",3579,7917,3977.68406334428
"7918","diagnosis",3579,7918,3977.18672693237
"7919","ninth",3578,7919,3976.68951549837
"7920","locations",3578,7920,3976.1924289951
"7921","retrieve",3577,7921,3975.6954673754
"7922","robbers",3576,7922,3975.19863059214
"7923","conclusions",3575,7923,3974.70191859821
"7924","joanna",3575,7924,3974.20533134651
"7925","disabled",3575,7925,3973.70886878999
"7926","ira",3573,7926,3973.2125308816
"7927","extension",3572,7927,3972.71631757433
"7928","lining",3572,7928,3972.22022882118
"7929","yuri",3571,7929,3971.72426457519
"7930","hip-hop",3571,7930,3971.22842478941
"7931","freeman",3571,7931,3970.73270941692
"7932","scoop",3569,7932,3970.23711841082
"7933","merlin",3568,7933,3969.74165172424
"7934","bridget",3567,7934,3969.24630931032
"7935","revving",3566,7935,3968.75109112224
"7936","transform",3563,7936,3968.25599711319
"7937","shelby",3562,7937,3967.7610272364
"7938","hospitality",3562,7938,3967.26618144511
"7939","brooks",3561,7939,3966.77145969258
"7940","survey",3561,7940,3966.2768619321
"7941","hunted",3560,7941,3965.78238811699
"7942","cozy",3560,7942,3965.28803820058
"7943","g.",3559,7943,3964.79381213624
"7944","recommendation",3559,7944,3964.29970987735
"7945","providing",3558,7945,3963.80573137732
"7946","microphone",3558,7946,3963.31187658957
"7947","skeleton",3558,7947,3962.81814546757
"7948","muslims",3557,7948,3962.32453796478
"7949","toll",3556,7949,3961.83105403471
"7950","reconsider",3555,7950,3961.33769363089
"7951","creaks",3555,7951,3960.84445670685
"7952","extended",3554,7952,3960.35134321618
"7953","spear",3554,7953,3959.85835311247
"7954","overboard",3554,7954,3959.36548634933
"7955","ai",3552,7955,3958.8727428804
"7956","clinton",3551,7956,3958.38012265936
"7957","petition",3550,7957,3957.88762563987
"7958","baggage",3549,7958,3957.39525177567
"7959","scumbag",3549,7959,3956.90300102047
"7960","tribute",3548,7960,3956.41087332804
"7961","weddings",3547,7961,3955.91886865215
"7962","facilities",3545,7962,3955.42698694662
"7963","bangs",3545,7963,3954.93522816526
"7964","claw",3545,7964,3954.44359226192
"7965","donation",3544,7965,3953.95207919048
"7966","isabelle",3543,7966,3953.46068890484
"7967","traitors",3542,7967,3952.9694213589
"7968","mei",3541,7968,3952.47827650662
"7969","jasper",3540,7969,3951.98725430196
"7970","borders",3538,7970,3951.49635469891
"7971","australian",3538,7971,3951.00557765147
"7972","colby",3538,7972,3950.51492311368
"7973","boxer",3537,7973,3950.0243910396
"7974","whilst",3536,7974,3949.5339813833
"7975","misfortune",3535,7975,3949.0436940989
"7976","elaborate",3535,7976,3948.55352914052
"7977","sights",3533,7977,3948.0634864623
"7978","maestro",3531,7978,3947.57356601841
"7979","mysteries",3530,7979,3947.08376776306
"7980","loosen",3529,7980,3946.59409165046
"7981","gifted",3529,7981,3946.10453763484
"7982","i--i",3527,7982,3945.61510567048
"7983","involvement",3526,7983,3945.12579571166
"7984","affects",3525,7984,3944.63660771269
"7985","summon",3525,7985,3944.1475416279
"7986","sherman",3525,7986,3943.65859741164
"7987","churchill",3523,7987,3943.1697750183
"7988","theresa",3523,7988,3942.68107440226
"7989","solitary",3522,7989,3942.19249551797
"7990","wilderness",3522,7990,3941.70403831985
"7991","baltimore",3522,7991,3941.21570276238
"7992","olympic",3522,7992,3940.72748880006
"7993","undo",3521,7993,3940.23939638739
"7994","mechanism",3521,7994,3939.75142547891
"7995","vietnamese",3520,7995,3939.26357602918
"7996","vanish",3520,7996,3938.77584799279
"7997","dome",3519,7997,3938.28824132433
"7998","biting",3519,7998,3937.80075597844
"7999","ronald",3519,7999,3937.31339190976
"8000","texted",3518,8000,3936.82614907297
"8001","sage",3516,8001,3936.33902742277
"8002","yummy",3515,8002,3935.85202691386
"8003","tactics",3515,8003,3935.365147501
"8004","slack",3515,8004,3934.87838913894
"8005","snapped",3514,8005,3934.39175178247
"8006","weekly",3514,8006,3933.9052353864
"8007","bushes",3508,8007,3933.41883990556
"8008","grandparents",3508,8008,3932.9325652948
"8009","like-",3508,8009,3932.44641150899
"8010","henri",3506,8010,3931.96037850304
"8011","obtain",3505,8011,3931.47446623187
"8012","hart",3505,8012,3930.98867465041
"8013","flights",3503,8013,3930.50300371364
"8014","adventures",3502,8014,3930.01745337654
"8015","hottest",3501,8015,3929.53202359412
"8016","grown-up",3500,8016,3929.04671432141
"8017","eden",3500,8017,3928.56152551348
"8018","mild",3500,8018,3928.07645712539
"8019","dom",3500,8019,3927.59150911224
"8020","fourteen",3499,8020,3927.10668142917
"8021","smuggling",3498,8021,3926.62197403131
"8022","blend",3498,8022,3926.13738687382
"8023","chancellor",3497,8023,3925.65291991191
"8024","biscuits",3496,8024,3925.16857310077
"8025","gorilla",3496,8025,3924.68434639565
"8026","dynasty",3495,8026,3924.2002397518
"8027","acquired",3494,8027,3923.71625312449
"8028","businesses",3494,8028,3923.23238646903
"8029","countless",3493,8029,3922.74863974074
"8030","fritz",3492,8030,3922.26501289497
"8031","brent",3489,8031,3921.78150588707
"8032","gardener",3488,8032,3921.29811867245
"8033","barracks",3488,8033,3920.81485120651
"8034","flirt",3488,8034,3920.33170344468
"8035","cooks",3488,8035,3919.84867534242
"8036","distorted",3486,8036,3919.36576685521
